uniqid,name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1
1223,Legacy Australia,Hybrid group,1,1923,VIC,,defence
1575,Spinal Cord Injuries Australia,Hybrid group,0,1967,NSW,,disabled and health advocacy
925,Crohn's & Colitis Australia,Hybrid group,3,1998,VIC,,disabled and health advocacy
813,Caritas Australia,Hybrid group,68,1964,NSW,,public interest
1707,World Vision of Australia,Hybrid group,,1967,VIC,,public interest
191,Australian Baha'i Community,Hybrid group,26,1934,NSW,,identity groups
1391,OceanWatch Australia,Hybrid group,5,,NSW,,public interest
795,Bush Heritage Australia,Hybrid group,58,1990,VIC,,public interest
71,Asbestoswise,Hybrid group,1,1992,VIC,,disabled and health advocacy
979,Ecotourism Australia,Hybrid group,3,1991,QLD,,public interest
994,Epilepsy Action Australia,Hybrid group,90,1952,NSW,,disabled and health advocacy
807,CARE Australia,Hybrid group,81,1987,ACT,,public interest
69,Arts Law Centre of Australia,Hybrid group,6,1983,NSW,,arts and cultural
242,Australian Children's Television Foundation,Hybrid group,15,1982,VIC,,age
1398,Organ Historical Trust of Australia,Hybrid group,0.5,1977,VIC,,arts and cultural
453,Australian Jewish Historical Society Inc,Leisure group,0,1938,NSW,,identity groups
1441,Polish Ex-Servicemen's Association in Australia Inc,Leisure group,0,1954,QLD,,defence
767,Bluegrass and Traditional Country Music Society of Australia,Leisure group,,1975,NSW,,arts and cultural
903,Coordinating Cat Council of Australia Inc,Leisure group,0,,VIC,,public interest
386,Australian Herpetological Society,Leisure group,0,1949,NSW,,public interest
841,Children's Book Council of Australia,Leisure group,0,,SA,,arts and cultural
1063,Friends of the National Library of Australia Inc,Leisure group,1,1990,ACT,,arts and cultural
1422,Patrons & Friends of Opera Australia,Leisure group,1,1970,NSW,,arts and cultural
1708,Wrestling Australia,Leisure group,0,,NSW,,recreational
1382,Nicanlnc,Leisure group,1.5,,ACT,,disabled and health advocacy
565,Australian Pipe Band Association Inc,Leisure group,0,1960,SA,,arts and cultural
1194,Irish Draught & Sport Horse Society Inc,Leisure group,,1989,VIC,,public interest
871,Commonwealth Society of Teachers of Dancing,Leisure group,1,1933,VIC,,arts and cultural
1710,Yachting Australia,Leisure group,22,1950,NSW,,recreational
1564,Society of Australian Genealogists,Leisure group,5,1932,NSW,,recreational
22,AFS Intercultural Programs,Leisure group,14,1959,NSW,,education
1577,Sport Climbing Australia,Leisure group,0,2005,NSW,,recreational
192,Australian Ballet Society Inc,Leisure group,1,1966,VIC,,arts and cultural
1114,Hand Tool Preservation Association of Australia Inc,Leisure group,0,1983,VIC,,arts and cultural
1643,The Theosophical Society in Australia,Leisure group,2,1875,NSW,,identity groups
609,Australian Saddle Pony Association,Leisure group,0,1973,NSW,,public interest
148,Australian Aerobatic Club,Leisure group,0,1972,NSW,,recreational
939,Darts Australia,Leisure group,0,,NT,,recreational
1556,Ski & Snowboard Australia,Leisure group,8,1955,VIC,,recreational
335,Australian Federation of Friends of Museums,Leisure group,0.5,1976,NSW,,arts and cultural
1209,Judo Federation of Australia,Leisure group,2,,NSW,,recreational
219,Australian Calisthenic Federation,Leisure group,0,1986,SA,,recreational
1086,Girls' Brigade Australia,Leisure group,0,1927,NSW,,gender
1534,Scripture Union Australia,Leisure group,3,1961,QLD,,identity groups
623,Australian Sewing Guild,Leisure group,0,1997,ACT,,arts and cultural
230,Australian Cat Federation,Leisure group,0,1972,SA,,public interest
527,Australian National Dance Association,Leisure group,,,NSW,,arts and cultural
613,Australian Schools Rugby Union,Leisure group,0,1972,NSW,,recreational
743,Badminton Australia,Leisure group,4,1935,VIC,,recreational
1364,National Square Dance Society of Australia,Leisure group,0,1979,TAS,,arts and cultural
1085,Girl Guides Australia,Leisure group,3,1910,NSW,,gender
647,Australian Society of Calligraphers Inc,Leisure group,0,1980,NSW,,arts and cultural
1582,Squash Australia Ltd,Leisure group,5,1934,QLD,,recreational
1148,iDIDJ Australia,Leisure group,2,2003,VIC,,identity groups
739,Aviation Historical Society of Australia Inc,Leisure group,0,1960,VIC,,recreational
1706,Working Kelpie Council of Australia Inc,Leisure group,1,1965,NSW,,public interest
1500,Riding for the Disabled Association Ltd,Leisure group,2,2006,SA,,disabled and health advocacy
124,Australia New Guinea Fishes Association,Leisure group,0,1982,VIC,,public interest
227,Australian Cartophilie Society,Leisure group,,1968,VIC,,recreational
697,Australian Turkish Cypriot Cultural and Welfare Association,Leisure group,,,VIC,,identity groups
773,Book Collectors Society of Australia,Leisure group,0,1944,NSW,,arts and cultural
783,Brazilian Community Council of Australia,Leisure group,0,1994,NSW,,identity groups
505,Australian Meteorological and Oceanographic Society,Leisure group,0.5,1988,VIC,,recreational
512,Australian Model Railway Association,Leisure group,,,NSW,,recreational
1474,Puffing Billy Preservation Society,Leisure group,16,1955,QLD,,recreational
352,Australian Flute Society Inc,Leisure group,0,1980,SA,,arts and cultural
637,Australian Society for Historical Archaeology,Leisure group,0,1970,NSW,,recreational
592,Australian Racing Drivers Club Ltd,Leisure group,16,1952,NSW,,recreational
384,Australian Hellenic Educational Progressive Association,Leisure group,,1934,VIC,,identity groups
1687,Wendish Heritage Society Australia Inc,Leisure group,0,1988,VIC,,recreational
1715,Youth for Understanding Australia Ltd,Leisure group,3,1977,NSW,,age
215,Australian Bridge Federation Inc,Leisure group,0,1983,ACT,,recreational
1568,Softball Australia,Leisure group,5,1949,VIC,,recreational
220,Australian Camps Association,Leisure group,3,1983,VIC,,recreational
1584,St Thomas More Society,Leisure group,0,1945,NSW,,identity groups
1416,Palm and Cycad Societies of Australia,Leisure group,0,,QLD,,recreational
1675,VIEW Clubs of Australia,Leisure group,3,1960,NSW,,gender
1076,Garden Clubs of Australia Inc,Leisure group,0,1950,NSW,,recreational
1043,Flag Society of Australia,Leisure group,,1983,VIC,,recreational
960,Disabled Wintersport Australia,Leisure group,3,1978,VIC,,disabled and health advocacy
21,African Violet Association of Australia,Leisure group,0,,NSW,,recreational
1674,Vietnam Veterans Association of Australia,Leisure group,0,1979,NSW,,defence
325,Australian Experimental Art Foundation,Leisure group,1,1974,SA,,arts and cultural
1049,Football Federation Australia Ltd,Leisure group,,1963,NSW,,recreational
740,Avicultural Society of Australia Inc,Leisure group,0,1940,VIC,,public interest
190,Australian Badge Club (for Scouts and Guides),Leisure group,,1976,VIC,,recreational
1414,Paint Horse Association of Australia,Leisure group,3,1973,NSW,,public interest
51,Anglican Mens Society in Australia,Leisure group,0,1910,VIC,,identity groups
1089,Gliding Federation of Australia,Leisure group,0.5,1949,VIC,,recreational
1639,The Order of Australia Association,Leisure group,0.5,1980,QLD,,arts and cultural
1115,Hang Gliding Federation of Australia,Leisure group,3,1978,VIC,,recreational
210,Australian Boys Choral Institute,Leisure group,1,1939,VIC,,arts and cultural
915,Council of Estonian Societies in Australia,Leisure group,0,,VIC,,identity groups
319,Australian Endurance Riders Association Inc,Leisure group,0,,QLD,,recreational
45,Amateur Chamber Music Society,Leisure group,,1984,NSW,,arts and cultural
1442,Polocrosse Association of Australia,Leisure group,0,1946,ACT,,recreational
1084,German Austrian Society of Australia,Leisure group,1,1956,NSW,,identity groups
976,East Turkistan Australian Association,Leisure group,1,1992,SA,,identity groups
77,Association for the Study of Australian Literature,Leisure group,,,NSW,,arts and cultural
787,British Council Australia,Leisure group,7,1947,NSW,,identity groups
387,Australian Hibiscus Society Inc,Leisure group,0,1967,QLD,,recreational
1432,Pistol Australia Inc,Leisure group,1,1956,ACT,,recreational
700,Australian Vegetarian Society,Leisure group,0,1992,NSW,,public interest
456,Australian Karting Association Inc,Leisure group,3,1964,NSW,,recreational
204,Australian Billiards and Snooker Council,Leisure group,0,,WA,,recreational
1507,Rowing Australia,Leisure group,7,1925,ACT,,recreational
575,Australian Power Boat Association,Leisure group,0,1905,VIC,,recreational
226,Australian Carnivorous Plant Society Inc,Leisure group,,1982,SA,,recreational
965,Diving Australia Inc,Leisure group,4,1977,QLD,,recreational
996,Equestrian Australia,Leisure group,9,1950,NSW,,recreational
823,Celtic Council of Australia Inc,Leisure group,0,1982,NSW,,identity groups
1613,Table Tennis Australia,Leisure group,4,1933,QLD,,recreational
1237,Maccabi Australia,Leisure group,2,,VIC,,identity groups
1614,Taekwondo Australia,Leisure group,1,1972,QLD,,recreational
543,Australian Olympic Committee,Leisure group,22,,NSW,,recreational
1530,Scout Association of Australia,Leisure group,10,1958,NSW,,age
778,Bradman Foundation,Leisure group,5,1987,NSW,,recreational
788,Bromeliad Society of Australia,Leisure group,0,1963,NSW,,recreational
2,ABC Doll Club,Leisure group,0,,QLD,,recreational
1297,National Association for Gambling Studies,Leisure group,0.5,1984,VIC,,research organizations
481,Australian Malaysian Singaporean Association Inc,Leisure group,0,1970,NSW,,identity groups
775,Bowls Australia Inc,Leisure group,30,1911,VIC,,recreational
889,Confederation of Australian Motor Sport Ltd,Leisure group,60,1953,VIC,,recreational
931,Cycling Australia,Leisure group,40,1888,NSW,,recreational
1576,Sport Aircraft Association of Australia Inc,Leisure group,1,1955,NSW,,recreational
786,British Australian Community Inc,Leisure group,0,1967,VIC,,identity groups
560,Australian Philatelic Society,Leisure group,0,1977,VIC,,recreational
1504,Rolls Royce Owners Club of Australia Inc,Leisure group,0,1956,NSW,,recreational
713,Australian Waterski & Wakeboard Federation,Leisure group,1,,NSW,,recreational
1273,Military Historical Society of Australia,Leisure group,0,1957,ACT,,recreational
1122,Henry Lawson Literary and Memorial Society Inc,Leisure group,,1923,VIC,,arts and cultural
1356,National Rose Society of Australia,Leisure group,,1972,SA,,recreational
1508,Royal Australian Air Force Association Inc,Leisure group,,1920,ACT,,defence
1046,Folk and Decorative Artists' Association of Australia Inc,Leisure group,0,1985,NSW,,arts and cultural
663,Australian Speleological Federation Inc,Leisure group,0,1956,NSW,,recreational
692,Australian Trail Horse Riders Association,Leisure group,0,1972,VIC,,recreational
572,Australian Pony Stud Book Society Inc,Leisure group,1,1931,NSW,,public interest
768,BMX Australia,Leisure group,4,,NSW,,recreational
461,Australian Lacrosse Association,Leisure group,0.5,,VIC,,recreational
454,Australian Ju Jitsu Association Inc,Leisure group,0,1985,QLD,,recreational
671,Australian Stock Horse Society Ltd,Leisure group,0,1971,NSW,,public interest
642,Australian Society for Sports History,Leisure group,0,1984,NSW,,recreational
1438,Police Insignia Collectors Association of Australia Inc,Leisure group,0,1984,NSW,,recreational
1128,Historical Aircraft Restoration Society,Leisure group,,1979,NSW,,recreational
205,Australian Bird Study Association,Leisure group,0,1962,NSW,,public interest
913,Council of Australian Scrabble Players Association,Leisure group,0,1992,WA,,recreational
1671,Vauxhall Owners Club of Australia Inc,Leisure group,0,1975,SA,,recreational
186,Australian Association of Time Table Collectors,Leisure group,0,1983,NSW,,recreational
562,Australian Photographic Society Inc,Leisure group,3,1962,NSW,,arts and cultural
165,Australian Association for Maritime History,Leisure group,0,1978,WA,,recreational
510,Australian Mining History Association,Leisure group,0,1995,WA,,recreational
338,Australian Federation of Lapidary & Allied Crafts Associations Inc,Leisure group,0,1964,NSW,,arts and cultural
1622,Tenpin Bowling Australia,Leisure group,4,2000,QLD,,recreational
1024,Federation of Japan Societies,Leisure group,0,1999,NSW,,identity groups
503,Australian Mensa Inc,Leisure group,0.5,1964,WA,,recreational
776,Boxing Australia,Leisure group,1,,VIC,,recreational
235,Australian Ceramic Society,Leisure group,0.5,1964,WA,,arts and cultural
1290,Musicological Society of Australia Inc,Leisure group,0,1963,WA,,arts and cultural
978,Economic Society of Australia,Leisure group,0.5,,NSW,,recreational
1278,Model Aeronautical Association of Australia,Leisure group,1,1948,NSW,,recreational
571,Australian Polo Council,Leisure group,0,,NSW,,recreational
294,Australian Croquet Association Inc,Leisure group,0.5,1949,ACT,,recreational
1490,Religious Society of Friends in Australia Inc,Leisure group,1,1964,QLD,,identity groups
60,Arabian Horse Society of Australia Ltd,Leisure group,6,1956,NSW,,public interest
1511,Royal Australian Historical Society,Leisure group,3,1901,NSW,,recreational
1650,Touch Football Australia,Leisure group,32,1984,ACT,,recreational
225,Australian Canoeing Inc,Leisure group,3,1949,SA,,recreational
1377,Naval Historical Society of Australia Inc,Leisure group,0,1970,NSW,,recreational
686,Australian Textile Arts and Surface Design Association Inc,Leisure group,0,1974,NSW,,arts and cultural
1419,Parrot Society of Australia Inc,Leisure group,0,1980,QLD,,public interest
1401,Orienteering Australia,Leisure group,2,1970,ACT,,recreational
591,Australian Quilters Association Inc,Leisure group,0,1979,VIC,,arts and cultural
942,Deaf Basketball Australia,Leisure group,0,1964,VIC,,disabled and health advocacy
1202,Japan Karate Association of Australia (Shotokan),Leisure group,0,1968,QLD,,recreational
567,Australian Playing Card Collectors Society Inc,Leisure group,0,1979,VIC,,recreational
1314,National Band Council of Australia Inc,Leisure group,4,,SA,,arts and cultural
1629,The Australian Jordanian Society,Leisure group,0,1979,NSW,,identity groups
1147,Ice Skating Australia Inc,Leisure group,0.5,1910,NSW,,recreational
1214,Koi Society of Australia,Leisure group,0,1974,NSW,,public interest
1027,Fellowship of Australian Writers Inc,Leisure group,0,1928,VIC,,arts and cultural
561,Australian Photographic Collectors' Society Inc,Leisure group,0,1976,VIC,,recreational
247,Australian Clay Target Association,Leisure group,4,1938,NSW,,recreational
525,Australian National Choral Association Inc,Leisure group,0.5,1990,QLD,,arts and cultural
559,Australian Philatelic Federation,Leisure group,0,,WA,,recreational
667,Australian Sports Rotorcraft Association Inc,Leisure group,0,,NSW,,recreational
1448,Powerlifting Australia Ltd,Leisure group,1,1971,VIC,,recreational
524,Australian National Budgerigar Council Inc,Leisure group,0,1981,NSW,,public interest
203,Australian Biathlon Association Inc,Leisure group,1,1978,VIC,,recreational
1615,Taoist Tai Chi Society of Australia,Leisure group,,1984,WA,,recreational
731,Australiana Society Inc,Leisure group,0,1978,NSW,,recreational
552,Australian Parachute Federation,Leisure group,8,1962,QLD,,recreational
1193,Irish Australian Association Inc,Leisure group,0,1949,SA,,identity groups
632,Australian Skeptics Inc,Leisure group,1,1980,NSW,,recreational
1659,Ukrainian Youth Association,Leisure group,,1951,VIC,,identity groups
487,Australian Marathon Swimming Federation,Leisure group,1,1973,TAS,,recreational
605,Australian Rhododendron Society Inc,Leisure group,,1976,VIC,,recreational
262,Australian Commonwealth Games Association Inc,Leisure group,3,1929,VIC,,recreational
1006,Families and Friends of the First AIF,Leisure group,0,1998,NSW,,recreational
1572,Special Olympics Australia,Leisure group,33,1976,NSW,,disabled and health advocacy
533,Australian Network for Art and Technology,Leisure group,5,1988,SA,,arts and cultural
35,Albanian Australian Community Association,Leisure group,0,,VIC,,identity groups
1656,Triathlon Australia,Leisure group,10,1990,NSW,,recreational
1444,Pony Club Australia Inc,Leisure group,0,1950,SA,,public interest
1129,Historical Radio Society of Australia Inc,Leisure group,0,1982,VIC,,recreational
471,Australian Little Athletics,Leisure group,3,1964,VIC,,recreational
1526,School Sport Australia,Leisure group,1,1981,VIC,,recreational
590,Australian Quarter Horse Association,Leisure group,12,1964,NSW,,public interest
1025,Federation of Netherlands Societies Ltd,Leisure group,0,1967,NSW,,identity groups
194,Australian Ballooning Federation Inc,Leisure group,1,1975,VIC,,recreational
