ABN,Name,Main activity,Charity size,Full time staff,Part time staff,Volunteers
54093513649,Charles Darwin University,Higher education,Large,1400,0,0
54096331008,Leo & Mina Fink Fund,"Economic, social and community development",Small,0,0,0
54096589171,Karen Organisation Of Bendigo Inc,Culture and arts,Small,0,0,20
54096904574,The Trustee For Purves Private Fund Trust,Grant-making activities,Medium,0,0,0
54097211348,AL-MABARAT BENEVOLENT SOCIETY LTD,Social services,Large,1,1,5
54099198294,Lancelin Coastal Districts RSL,,Small,0,0,3
54100121429,West Wyalong Community Church,,Small,1,1,15
54100412441,Sounds Of The Nations Oceania Inc.,,Small,0,0,0
54100851018,Returned & Services League Of Australia (Qld Branch) South Eastern District Limited,,Medium,1,2,11
54101327929,Koora Retreat Centre Inc,Other activity,Small,0,0,50
54103058991,Correctional Centres Chaplaincy Association Incorporated,Religious activities,Small,1,2,221
54106419854,Brightwaters Christian College Limited,Other education,Medium,1,5,20
54106454814,Uca The Uniting Church In Australia Leongatha,Religious activities,Small,1,0,14
54106655980,The Emmanuel College Foundation,Higher education,Small,0,0,6
54106914052,Kerman Margaret M C,Grant-making activities,Small,0,0,0
54107116799,Nwaica - North West Aboriginal & Torres Strait Islander Community Association Inc,Social services,Medium,3,1,0
54107999888,Industry Working Group On Quarantine Ltd,Other education,Medium,1,1,0
54110101326,Live Church Inc,Religious activities,Medium,2,5,50
54113766068,End Homelessness SA Incorporated,,Small,0,0,22
54113950392,The Trustee For The Fund For Jewish Higher Education,Higher education,Medium,0,1,4
54114725869,Tugun Tweed Community Baptist Church,Religious activities,Small,0,1,32
54115161849,The Trustees For Vic Of The Presbyterian Church Of Eastern Australia,,Small,0,0,5
54116364386,Friends Of Wewak Street School,Other education,Small,0,0,8
54116818613,Ararat Retirement Village Inc,,Large,7,52,27
54117167307,Australian Trade College North Brisbane Ltd,Other education,Large,10,1,0
54119220209,Diversity Arts Australia,,Medium,2,1,1
54119464299,The Queensland Police Legacy Scheme,Social services,Large,0,3,100
54120979809,The Trustee For Karma Currency Foundation,Other activity,Large,2,3,0
54121600383,Mental Illness Education Act Incorporated,Other education,Medium,0,8,60
54121715446,Maluk Timor Australia,Hospital services and rehabilitation activities,Medium,0,0,16
54123241038,Tasmanian Affordable Housing Limited,Housing activities,Small,0,0,0
54124372775,Coffs Harbour North Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,88
54124559815,Marco Polo Aged Care Services Limited,Aged care activities,Large,64,101,25
54124789493,Thamarrurr Development Corporation Ltd,"Economic, social and community development",Large,77,0,0
54125855167,Fraser Coast-Training Employment Support Service Inc,Employment and training,Large,12,15,75
54127220142,Kids Off The Kerb Ltd,Employment and training,Medium,7,9,15
54127642675,Houses Of Healing Foundation,Social services,Small,0,0,15
54129092656,Illawarra Wig Library,,Small,0,0,40
54130693060,Anzarts Institute Limited,,Small,1,1,5
54131914491,Western Plains Christian Education Association Incorporated,Religious activities,Small,0,0,9
54132812975,Buninyong Baptist Fellowship,Religious activities,Small,0,1,0
54135781118,Palmera Projects,"Economic, social and community development",Medium,0,0,20
54136634485,Kadhampa Buddhist Society Of Australia Inc.,Religious activities,Small,0,0,10
54137744795,Lalor Living & Learning Centre Inc,Other education,Medium,0,30,15
54137821233,The Trustee For Education Dept K & K Hancock Prize Trust,Primary and secondary education,Small,0,0,0
54139553461,Uniting Church In Australia Macquarie Parish,,Small,0,1,2
54139936715,Belgrave Heights Christian School Of The Presbyterian Church Of Vic Inc,Primary and secondary education,Large,35,50,28
54139944572,Woodbine Inc,Other activity,Large,14,115,31
54141228346,South Australian Health And Medical Research Institute Limited,Research,Large,77,35,0
54141419954,Network Of Caring,"Economic, social and community development",Small,1,0,0
54141498729,The Patchwork Gallery Quilt Group Inc,,Small,0,0,24
54141575037,Generation Next Australia Limited,Social services,Large,3,2,0
54143504009,Bridges Connecting Communities Limited,Social services,Medium,3,9,250
54143619876,Cummins Uniting Church,,Small,0,0,10
54145096636,North Mandurah Primary School P&C Association Inc,Other activity,Small,1,0,0
54145461801,Bama Cape York Services Ltd,Employment and training,Large,22,0,0
54145482051,The Westmead Institute For Medical Research,Research,Large,62,23,0
54145986394,Providence Foundation Limited,Other education,Small,0,0,3
54146674301,Shellharbour City Baptist Church,Religious activities,Small,1,0,40
54147539526,Horizon Housing Solutions Ltd,Housing activities,Large,20,1,7
54147869207,Engagement Australia Ltd,Other education,Small,0,0,10
54148105225,Flinders RSL Sub-Branch Patriotic Fund,,SMALL,0,0,0
54149464086,Canoona College,,Small,0,0,0
54151416974,Heartfelt Hope,Social services,Small,0,0,12
54152721302,Total Environment Centre Inc,Environmental activities,Large,3,13,50
54154315090,The Salt Foundation,Emergency and relief,Small,0,0,10
54155708894,Malubillai Wildlife Carers Network Inc.,Animal protection,Small,0,0,36
54156579574,I-Manifest Limited,"Economic, social and community development",Small,1,0,30
54157874246,Footprint Enterprises Inc.,Cultural Youth,small,0,0,10
54160646999,MATES4MATES LIMITED,Other activity,Large,7,3,8
54160806025,The Numurkah Christian Church Inc.,,Small,1,0,5
54161274124,Aquinas College Parents & Friends,Religious activities,Small,0,0,20
54161309634,Glen Eira U3A Inc,Other education,Small,0,0,150
54163207513,Qcwa Branch Upper Lockyer Withcott,,Small,0,0,23
54163567644,Nowra Youth Services Incorporated,"Economic, social and community development",Small,1,1,5
54163980096,Seeking Change Ltd,,Small,0,0,0
54164074661,Branxton Greta Men's Shed Incorporated,"Economic, social and community development",Small,0,0,35
54165420881,Kulikup Bush Fire Brigade,,Small,0,0,0
54165600863,Fairview Heights State School Parents and Citizens Association,Primary and secondary education,Small,0,2,25
54165748774,The Services Recognition Feather Pty Ltd,Other education,Small,1,1,7
54166094812,Dunedoo Central School P & C Association,Other education,Small,0,0,16
54171697981,Victorian Electric Wheelchair Sports Association Inc.,Sports,Small,0,0,12
54176633187,RETURNED & SERVICES LEAGUE OF AUSTRALIA (QUEENSLAND BRANCH) GAYNDAH SUB-BRANCH INC.,Other activity,Small,0,0,4
54178028542,R.O.S.E Charity Incorporated,Other education,Small,0,4,12
54178184979,Sitters Connection Incorporated,,Small,0,0,5
54179193559,Bowraville Arts Council Inc,Culture and arts,Small,0,0,100
54183472827,Respect Awareness Inc,Primary and secondary education,Small,0,0,3
54184947038,Fairfield/Alphington RSL Sub-Branch Welfare Patriotic Fund,,SMALL,0,0,0
54186008084,HEROES ON THE WATER AUSTRALIA INCORPORATED,Other activity,Small,0,0,20
54188167193,Portarlington & St. Leonards RSL Sub-Branch Patriotic Fund,,SMALL,0,0,0
54188564833,Wrap With Love Incorporated,Emergency and relief,Small,0,0,3000
54189493174,Wings Of Care (Kanfei Chesed) Inc.,Mental health and crisis intervention,Small,0,2,18
54189662270,Monto Congregation of Jehovah's Witnesses,Religious activities,Small,0,0,13
54190389174,Supa Productions Incorporated,Culture and arts,Small,0,0,30
54194630545,Bible Faith Fellowship,Religious activities,Small,1,0,16
54198754098,East Fremantle Baptist Church Inc.,Religious activities,Medium,1,4,20
54199543735,The Trustee For P4Ac Personal Foundation,Other activity,Small,0,0,7
54203098830,Robertstown Lutheran Parish Inc,Religious activities,Small,1,1,9
54206789276,Justice Connect,Law and legal services,Large,16,20,100
54208208634,Uca Malanda Uniting Church Congregation,Religious activities,Small,0,0,1
54208287279,The Trustee For Southern Cross College Foundation,,Small,0,0,4
54210616591,Uca-Brighton Kogarah ,Religious activities,Small,1,0,40
54212389012,Beveridge Presbyterian Church,,Small,0,0,2
54213576984,Momentum Collective,Mental health and crisis intervention,Large,67,185,55
54214426761,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Anthonys Primary Wanniassa Parents And Friends Association,Other activity,Small,0,0,12
54216065828,The Board of Benevolence and Of Aged Masons Widows and  Orphans' Fund,Aged care activities,Large,238,557,144
54217088400,The Trustee For The Margaret Pemberton Foundation,Grant-making activities,Medium,0,0,0
54220124652,The Trustee For D & A Ardlie Fund,Culture and arts,Small,0,0,2
54220860947,Queensland Show Choir Inc,Culture and arts,Small,0,1,12
54220917291,St Simons Catholic Church Rowville,Religious activities,Medium,1,4,126
54221435162,Catholic Diocese Of Port Pirie Inc St Marks' School Board,Primary and secondary education,Large,70,58,0
54221578780,Mok Yang Presbyterian Church Inc,Religious activities,Small,1,0,12
54221739970,Gargett Primary P&C Association,Primary and secondary education,Small,0,0,5
54223135320,The Returned & Services League Of Australia (Queensland Branch) Esk Sub Branch,Other activity,Small,0,0,25
54223373567,Qcwa Branch Buderim,,Small,0,0,15
54223738596,Western Region Alcohol & Drug Centre Inc,Other health service delivery,Large,8,14,0
54224281545,Red Shield Rsl Sub-Branch,,Small,0,0,5
54227668981,Law And Justice Foundation Of New South Wales,Research,Large,9,12,0
54228654497,Redcliffe And District Cardiac Support Group Assoc Inc,Other recreation and social club activity,Small,0,0,20
54233021229,Pyrmont Ultimo Landcare Incorporated,,Small,0,0,20
54236359833,Mary Ogilvy Home Auxilary,Aged care activities,Small,0,0,16
54239124757,The Spiritual Assembly of the Baha'is of Logan City,Religious activities,Small,0,0,14
54241005269,The Trustee For Fernvale Assembly Of God Property Trust,Religious activities,Small,0,0,0
54241756447,Pines Community Mens Shed Inc,Other activity,Small,0,0,60
54242115353,The Trustee For Berowra Parish - Acpt (1032),Religious activities,Small,0,0,11
54243054915,Hillcrest Christian College Parents And Friends Association,,Small,0,0,6
54252448172,Kemblawarra Public School P&C Association,Primary and secondary education,Small,0,0,7
54253257443,Working Womens Centre Inc,Civic and advocacy activities,Medium,5,0,0
54258794344,The Trustee For Paul Lowin Trust,Grant-making activities,Small,0,0,0
54258983268,The Trustee For Royal New South Wales Regiment Trust,Other activity,Small,0,0,5
54260036068,Uca-Tingalpa,Religious activities,Small,0,1,50
54260516409,St Johns Lutheran Church Eudunda Inc,Religious activities,Small,0,0,40
54263014967,Bayside Glen Eira Kingston Llen Inc,Other education,Medium,4,3,0
54264568661,Banksia Gardens Association Inc,,Large,10,22,100
54265318019,Swansea District Baptist Church,Religious activities,Small,1,2,50
54269033662,Lancefield Neighbourhood House Inc,"Economic, social and community development",Small,0,1,66
54270249817,Barossa Enterprises Inc,,Large,15,25,5
54272749968,Wurundjeri Woi Wurrung Cultural Heritage Aboriginal Corporation,"Economic, social and community development",Large,6,38,0
54272831590,THE RETURNED & SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - BLACKBURN WELFARE PATRIOTIC FUND,,SMALL,0,0,0
54273437470,The Deb Bailey Foundation Incorporated,Research,Small,0,0,10
54274255683,Thien Hoa Buddhist Women Meditation Centre Incorporated,Religious activities,Small,0,0,12
54276153562,The Roman Catholic Archbishop Of Perth Roman Catholic Church Merredin,Religious activities,Small,1,1,8
54276212276,Helensburgh Public School P&C Association,Primary and secondary education,Small,0,2,20
54278061323,Spreyton School Association Inc,Primary and secondary education,Small,0,0,3
54278657407,Colosoul Group Inc,Culture and arts,Small,0,0,100
54280219977,Christian City Church Currumbin,Religious activities,Medium,3,6,60
54282515129,300 Blankets,Culture and arts,Small,0,0,20
54287081963,Baptist Church South Perth,Religious activities,Medium,2,0,0
54288923298,UCA-Molong & Manildra Combined Church Council,Religious activities,Small,0,0,0
54290309516,Bowenville Rural Fire Brigade,Other activity,Small,0,0,35453
54290946473,Battle Of The Mind Inc,,Small,0,0,0
54291764929,Antonio School Board,Primary and secondary education,Large,12,45,0
54294883020,St Mary's Catholic Church & School,Primary and secondary education,Large,4,6,38
54299662775,Holy Trinity Church Adelaide,Religious activities,Medium,1,0,595
54303757654,The Charitable Foundation For Books In Homes Australia,"Economic, social and community development",Large,3,1,12
54303793181,The Trustee For Estate D Owen,Religious activities,Small,0,0,0
54304261177,Our Lady Help Of Christians,Primary and secondary education,Large,11,17,10
54306841648,Paroo Contact Childrens Mobile Incorporated,,Medium,2,2,0
54308419091,Karingal Pre-School Nelson Bay Inc,Other education,Medium,3,2,2
54312188609,Jesuit Community Hawthorn Catholic Church,,Small,0,2,0
54315314885,Sacred Heart Catholic Church,Religious activities,Small,0,0,1
54316674799,Uniting Church Kilcoy Congregation,Religious activities,Small,0,0,14
54318384370,The Trustee For The Aspiring Education Foundation,,Small,0,0,1
54320269704,Subud Melbourne Inc,Religious activities,Small,0,0,10
54320639177,Rspca Katherine Incorporated,Animal protection,Small,0,0,13
54324262162,Magic Moments Foundation Limited,,Small,0,0,800
54326124659,The Overseas Vietnamese Phap Tang Buddhist Association (Phap Tang Phat-Giao Vietnam Hai Ngoai) Incorporated,Religious activities,Small,0,0,5
54334335900,The Trustee For The Curran Access Children's Foundation,Grant-making activities,Small,0,0,9
54334685198,Mallee District Aboriginal Services Limited,"Economic, social and community development",Large,103,28,15
54335342956,Holy Trinity Anglican Church East Melbourne,Religious activities,Small,1,0,11
54338990856,Inner Northern Local Learning And Employment Network Incoporated,Other education,Large,4,7,40
54339065420,St. Johns Lutheran Church Woodside Inc,Religious activities,Small,1,1,30
54344305207,Diamond Way Buddhist Association Of Western Australia,Religious activities,Small,0,0,23
54350112847,Keilor City Church Inc.,Religious activities,Medium,2,2,100
