uniqid,Name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1,ABN,ABN status,ABN lookup name,ABN lookup score
179,Australian Association of Musical Instrument Makers Inc,Professional group,0.0,2009.0,QLD,manufacturing,occupational association,16851037456.0,Active,AUSTRALIAN ASSOCIATION OF MUSICAL INSTRUMENT MAKERS INC,100.0
180,Australian Association of National Advertisers,Business association,1.0,1928.0,NSW,professional scientific and technical activities,business organization,54003179673.0,Active,AUSTRALIAN ASSOCIATION OF NATIONAL ADVERTISERS,100.0
181,Australian Association of Pathology Practices Inc,Professional group,,1989.0,ACT,human health and social work activities,occupational association,41052527634.0,Active,AUSTRALIAN ASSOCIATION OF PATHOLOGY PRACTICES INCORPORATED,100.0
182,Australian Association of Social Workers Ltd,Professional group,11.0,1947.0,ACT,human health and social work activities,occupational association,93008576010.0,Active,AUSTRALIAN ASSOC OF SOCIAL WORKERS LTD,100.0
183,Australian Association of Special Education Inc,Hybrid group,1.0,1965.0,NSW,,education,18786263710.0,Active,AUSTRALIAN ASSOCIATION OF SPECIAL EDUCATION INC,100.0
184,Australian Association of Stud Merino Breeders Ltd,Business association,1.0,1959.0,NSW,agriculture forestry and fishing,business organization,51003352930.0,Active,AUSTRALIAN ASSOCIATION OF STUD MERINO BREEDERS LIMITED,100.0
185,Australian Association of Surgeons,Professional group,0.5,1971.0,NSW,human health and social work activities,occupational association,23050148199.0,Cancelled,AUSTRALIAN ASSOCIATION OF SURGEONS,100.0
186,Australian Association of Time Table Collectors,Leisure group,0.0,1983.0,NSW,,recreational,74248483468.0,Active,Australian Associaton of Time Table Collectors Inc,100.0
187,Australian Automobile Association,Citizen group,8.0,1924.0,ACT,,public interest,25008526369.0,Active,AUSTRALIAN AUTOMOBILE ASSOCIATION,100.0
188,Australian Automobile Dealers Association,Professional group,16.0,1963.0,ACT,transportation and storage,occupational association,80694701458.0,Active,AUSTRALIAN AUTOMOBILE DEALERS ASSOCIATION,100.0
189,Australian Automotive Aftermarket Association,Business association,7.0,1980.0,VIC,manufacturing,business organization,23002271454.0,Active,AUSTRALIAN AUTOMOTIVE AFTERMARKET ASSOCIATION LIMITED,100.0
190,Australian Badge Club (for Scouts and Guides),Leisure group,,1976.0,VIC,,recreational,81130708312.0,Active,AUSTRALIAN BADGE CLUB,94.0
191,Australian Baha'i Community,Hybrid group,26.0,1934.0,NSW,,identity groups,22414934860.0,Active,COMMUNITY AUS,93.0
192,Australian Ballet Society Inc,Leisure group,1.0,1966.0,VIC,,arts and cultural,64740345188.0,Active,THE AUSTRALIAN BALLET SOCIETY INC,100.0
194,Australian Ballooning Federation Inc,Leisure group,1.0,1975.0,VIC,,recreational,62059408970.0,Active,AUSTRALIAN BALLOONING FEDERATION INC,100.0
195,Australian Banana Growers Council,Business association,4.0,1961.0,QLD,agriculture forestry and fishing,business organization,60381740734.0,Active,AUSTRALIAN BANANA GROWERS COUNCIL INC,100.0
196,Australian Band and Orchestra Directors' Association,Professional group,0.0,,NSW,arts entertainmnent and recreation,occupational association,99931510460.0,Active,AUSTRALIAN BAND AND ORCHESTRA DIRECTORS ASSOCIATION INCORPORATED,100.0
197,Australian Bankers' Association,Business association,15.0,1954.0,NSW,financial and insurance activities,business organization,49313780950.0,Cancelled,AUSTRALIAN BANKER'S ASSOCIATION,100.0
198,Australian Bar Association,Professional group,,1963.0,QLD,professional scientific and technical activities,occupational association,12205148843.0,Active,AUSTRALIAN BAR ASSOCIATION,100.0
199,Australian Bartenders Guild,Professional group,,1960.0,NSW,accommodation and food service activities,occupational association,14041541526.0,Active,AUSTRALIAN BARTENDERS GUILD,100.0
200,Australian Baseball Federation,Business association,6.0,1934.0,QLD,arts entertainmnent and recreation,business organization,18610026404.0,Active,AUSTRALIAN BASEBALL FEDERATION,100.0
201,Australian Beef Association Ltd,Business association,1.0,1997.0,QLD,agriculture forestry and fishing,business organization,66079048847.0,Active,AUSTRALIAN BEEF ASSOCIATION LIMITED,100.0
202,Australian Beverages Council Ltd,Business association,3.0,1947.0,NSW,accommodation and food service activities,business organization,12115440166.0,Active,AUSTRALIAN BEVERAGES COUNCIL LTD,100.0
203,Australian Biathlon Association Inc,Leisure group,1.0,1978.0,VIC,,recreational,18883464584.0,Active,AUSTRALIAN BIATHLON ASSOCIATION,100.0
204,Australian Billiards and Snooker Council,Leisure group,0.0,,WA,,recreational,82853571497.0,Active,AUSTRALIAN BILLIARDS & SNOOKER COUNCIL,100.0
205,Australian Bird Study Association,Leisure group,0.0,1962.0,NSW,,public interest,79491431937.0,Active,AUSTRALIAN BIRD STUDY ASSOCIATION INC,100.0
207,Australian Blueberry Growers Association,Business association,0.5,1980.0,NSW,agriculture forestry and fishing,business organization,65619615389.0,Active,Australian Blueberry Growers Association Inc,100.0
208,Australian Booksellers Association,Business association,4.0,1925.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,56365379358.0,Active,AUSTRALIAN BOOKSELLERS ASSN,100.0
209,Australian Bowhunters Association,Citizen group,2.0,1976.0,QLD,,recreational,49745561322.0,Active,Australian Bowhunters Association,100.0
210,Australian Boys Choral Institute,Leisure group,1.0,1939.0,VIC,,arts and cultural,53004466700.0,Active,AUSTRALIAN BOYS CHORAL INSTITUTE,100.0
211,Australian Braford Society Inc,Business association,0.5,1962.0,QLD,agriculture forestry and fishing,business organization,35072370177.0,Active,AUSTRALIAN BRAFORD SOCIETY INC,100.0
212,Australian Brahman Breeders Association Ltd,Business association,5.0,1946.0,QLD,agriculture forestry and fishing,business organization,51010187774.0,Active,AUSTRALIAN BRAHMAN BREEDERS ASSN LTD,100.0
213,Australian Brangus Cattle Association Ltd,Business association,4.0,1971.0,NSW,agriculture forestry and fishing,business organization,76064666084.0,Active,THE AUSTRALIAN BRANGUS CATTLE ASSOCIATION LIMITED,100.0
214,Australian Breastfeeding Association,Citizen group,,1964.0,VIC,,disabled and health advocacy,26924752950.0,Cancelled,AUSTRALIAN BREASTFEEDING ASSOCIATION,100.0
215,Australian Bridge Federation Inc,Leisure group,0.0,1983.0,ACT,,recreational,70053651666.0,Active,AUSTRALIAN BRIDGE FEDERATION,100.0
216,Australian British Chamber of Commerce,Business association,4.0,1910.0,NSW,other service activities,business organization,79004159880.0,Active,AUSTRALIAN BRITISH CHAMBER OF COMMERCE,100.0
217,Australian Business Volunteers,Service Group,12.0,1981.0,ACT,,philantrophy,89008612431.0,Active,AUSTRALIAN BUSINESS VOLUNTEERS,100.0
218,Australian Businesswomen's Network,Professional group,6.0,1989.0,NSW,other service activities,occupational association,68081443503.0,Active,AUSTRALIAN BUSINESSWOMEN'S NETWORK,100.0
219,Australian Calisthenic Federation,Leisure group,0.0,1986.0,SA,,recreational,83741804818.0,Active,AUSTRALIAN CALISTHENIC FEDERATION INCORPORATED,100.0
220,Australian Camps Association,Leisure group,3.0,1983.0,VIC,,recreational,35115082212.0,Active,AUSTRALIAN CAMPS ASSOCIATION,100.0
221,Australian Cancer Research Foundation,Service Group,10.0,1984.0,NSW,,disabled and health advocacy,27076461360.0,Active,AUSTRALIAN CANCER RESEARCH FOUNDATION,100.0
222,Australian Cane Farmers Association,Business association,4.0,1907.0,QLD,agriculture forestry and fishing,business organization,68009657765.0,Active,AUSTRALIAN CANE FARMERS ASSOCIATION LIMITED,100.0
223,Australian Cane Growers Council (t/a Canegrowers Australia),Business association,,,QLD,agriculture forestry and fishing,business organization,26051583549.0,Active,AUST CANE GROWERS' COUNCIL LTD,100.0
225,Australian Canoeing Inc,Leisure group,3.0,1949.0,SA,,recreational,61189833125.0,Active,AUSTRALIAN CANOEING,100.0
226,Australian Carnivorous Plant Society Inc,Leisure group,,1982.0,SA,,recreational,64538008015.0,Active,AUSTRALIAN CARNIVOROUS PLANT SOCIETY INCORPORATED,100.0
227,Australian Cartophilie Society,Leisure group,,1968.0,VIC,,recreational,80726429066.0,Cancelled,A.C.S.,85.0
228,Australian Carwash Association,Business association,2.0,1995.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,83395197691.0,Cancelled,AUSTRALIAN CAR WASH ASSOCIATION INC,100.0
229,Australian Cashmere Growers Association Ltd,Business association,,1980.0,QLD,agriculture forestry and fishing,business organization,50008550712.0,Cancelled,AUSTRALIAN CASHMERE GROWERS ASSOCIATION LTD,100.0
230,Australian Cat Federation,Leisure group,0.0,1972.0,SA,,public interest,94228061061.0,Active,AUSTRALIAN CAT FEDERATION INC,100.0
231,Australian Catalogue Association,Business association,2.0,1991.0,VIC,manufacturing,business organization,13540235566.0,Active,AUSTRALIAN CATALOGUE ASSOCIATION,100.0
232,Australian Catholic Social Justice Council,Citizen group,4.0,1988.0,NSW,,identity groups,20060495995.0,Active,AUSTRALIAN CATHOLIC SOCIAL JUSTICE COUNCIL,100.0
233,Australian Cattle Veterinarians,Professional group,3.0,1973.0,QLD,professional scientific and technical activities,occupational association,72010926146.0,Active,AUSTRALIAN CATTLE COMPANY,97.0
235,Australian Ceramic Society,Leisure group,0.5,1964.0,WA,,arts and cultural,81000468708.0,Active,THE AUSTRALIAN CERAMIC SOCIETY,100.0
236,"Australian Ceramics Association, The",Professional group,2.0,1956.0,NSW,arts entertainmnent and recreation,occupational association,14001535502.0,Active,THE AUSTRALIAN CERAMICS ASSOCIATION,100.0
237,Australian Chamber of Commerce and Industry,Business association,,1992.0,ACT,other service activities,business organization,85008391795.0,Active,AUSTRALIAN CHAMBER OF COMMERCE AND INDUSTRY,100.0
238,Australian Chamber of Fruit and Vegetable Industries Ltd,Business association,,1940.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,67065246808.0,Active,THE AUSTRALIAN CHAMBER OF FRUIT AND VEGETABLE INDUSTRIES LIMITED,100.0
239,Australian Chicken Growers Council,Business association,1.0,1973.0,QLD,agriculture forestry and fishing,business organization,31837493703.0,Active,AUSTRALIAN CHICKEN GROWERS COUNCIL LTD,100.0
240,Australian Chicken Meat Federation Inc,Business association,4.0,1968.0,NSW,agriculture forestry and fishing,business organization,24077883026.0,Active,AUSTRALIAN CHICKEN MEAT FEDERATION,100.0
241,Australian Childhood Foundation,Citizen group,,1986.0,VIC,,age,28057044514.0,Active,AUSTRALIAN CHILDHOOD FOUNDATION,100.0
242,Australian Children's Television Foundation,Hybrid group,15.0,1982.0,VIC,,age,57006037734.0,Active,THE AUSTRALIAN CHILDREN'S TELEVISION FOUNDATION,100.0
244,Australian Christian Forum on Education Inc,Professional group,0.5,1995.0,NSW,education,occupational association,77143207549.0,Cancelled,AUSTRALIAN CHRISTIAN FORUM ON EDUCATION INC,100.0
245,Australian Christian Lobby,Citizen group,10.0,1996.0,ACT,,identity groups,40075120517.0,Active,AUSTRALIAN CHRISTIAN LOBBY,100.0
247,Australian Clay Target Association,Leisure group,4.0,1938.0,NSW,,recreational,14590029414.0,Active,AUSTRALIAN CLAY TARGET ASSN INC,100.0
248,Australian Coal Association,Business association,14.0,1970.0,ACT,mining and quarrying,business organization,11095274472.0,Cancelled,AUSTRALIAN COAL ASSOCIATION LIMITED,100.0
249,Australian Collectors & Debt Buyers Association,Business association,0.5,2009.0,NSW,financial and insurance activities,business organization,71450928224.0,Cancelled,AUST DEBT COLLECTORS,97.0
250,Australian College of Children's and Young People's Nurses,Professional group,,2008.0,ACT,human health and social work activities,occupational association,52133086601.0,Active,The Australian College of Children and Young People's Nurses,98.0
251,Australian College of Critical Care Nurses Ltd,Professional group,1.0,1991.0,VIC,human health and social work activities,occupational association,61088184383.0,Active,AUSTRALIAN COLLEGE OF CRITICAL CARE NURSES LTD,100.0
252,Australian College of Educators,Professional group,5.0,1959.0,VIC,education,occupational association,96562879327.0,Cancelled,AUSTRALIAN COLLEGE OF EDUCATORS,100.0
253,Australian College of Mental Health Nurses Inc,Professional group,3.0,1974.0,ACT,human health and social work activities,occupational association,75492837566.0,Active,AUSTRALIAN COLLEGE OF MENTAL HEALTH NURSES INCORPORATED,100.0
254,Australian College of Midwives Inc,Professional group,4.0,1978.0,ACT,human health and social work activities,occupational association,49289821863.0,Active,AUSTRALIAN COLLEGE OF MIDWIVES INC,100.0
255,Australian College of Neonatal Nurses Inc,Professional group,,1992.0,NSW,human health and social work activities,occupational association,62075234048.0,Active,AUSTRALIAN COLLEGE OF NEONATAL NURSES INCORPORATED,100.0
256,Australian College of Operating Room Nurses,Professional group,,1978.0,SA,human health and social work activities,occupational association,64071142768.0,Active,AUSTRALIAN COLLEGE OF OPERATING ROOM NURSES LTD,100.0
257,Australian College of Rural and Remote Medicine,Professional group,64.0,1997.0,QLD,human health and social work activities,occupational association,12078081848.0,Active,AUSTRALIAN COLLEGE OF RURAL & REMOTE MEDICINE,100.0
258,Australian College of Veterinary Scientists,Professional group,5.0,1969.0,QLD,professional scientific and technical activities,occupational association,50000894208.0,Active,AUSTRALIAN COLLEGE OF VETERINARY SCIENTISTS,100.0
259,Australian Commercial & Media Photographers Association,Professional group,0.5,1991.0,NSW,professional scientific and technical activities,occupational association,51108749417.0,Cancelled,AUSCORP COMMERCIAL PTY LTD,100.0
260,Australian Commercial Galleries Association Inc,Business association,0.5,1976.0,VIC,arts entertainmnent and recreation,business organization,91429289450.0,Cancelled,AUSTRALIAN COMMERCIAL GALLERIES ASSOCIATES,100.0
261,Australian Committee for UNICEF Ltd (ta Unicef Australia),Citizen group,35.0,1963.0,NSW,,age,35060581437.0,Active,AUSTRALIAN COMMITTEE FOR UNICEF LIMITED,91.0
262,Australian Commonwealth Games Association Inc,Leisure group,3.0,1929.0,VIC,,recreational,55165736898.0,Active,AUSTRALIAN COMMONWEALTH GAMES ASSOCIATION INCORPORATED,100.0
263,Australian Communications Consumer Action Network,Citizen group,11.0,,NSW,,public interest,42133719678.0,Active,Australian Communications Consumer Action Network Limited,100.0
264,Australian Community Children's Services,Citizen group,,,VIC,,age,42022199564.0,Cancelled,COMMUNITY SERVICE,94.0
265,Australian Community Services Employers Association (Union of Employers),Business association,6.0,1973.0,QLD,human health and social work activities,business organization,68150310815.0,Active,"AUSTRALIAN COMMUNITY SERVICES EMPLOYERS ASSOCIATION, UNION OF EMPLOYERS",100.0
266,Australian Companies Institute,Business association,1.5,1991.0,NSW,other service activities,business organization,93117060983.0,Active,AUSTRALIAN INSTITUTE PTY LTD,100.0
267,Australian Companion Animal Health Foundation,Service Group,0.0,1989.0,NSW,,public interest,28161244069.0,Active,THE AUSTRALIAN COMPANION ANIMAL HEALTH FOUNDATION,100.0
268,Australian Computer Society Inc,Professional group,11.0,1966.0,NSW,information and communication,occupational association,53156305487.0,Active,AUSTRALIAN COMPUTER SOCIETY INC,100.0
269,Australian Conservation Foundation,Citizen group,,1966.0,SA,,public interest,22007498482.0,Active,AUSTRALIAN CONSERVATION FOUNDATION INC,100.0
270,Australian Constructors Association,Business association,0.5,,NSW,construction,business organization,63065806948.0,Active,AUSTRALIAN CONSTRUCTORS ASSOCIATION LIMITED,100.0
